rollout_feature,physics_feature,transform,n,spearman_rho,spearman_p,abs_rho
one_step_hybrid_minus_adaptive_mse,qc_review_score,raw,128,0.041757629826680645,0.6397821572685279,0.041757629826680645
one_step_hybrid_mse,masked_minus_bg_slope,raw,128,0.041335896148153375,0.6431689072724659,0.041335896148153375
one_step_hybrid_minus_adaptive_mse,transport_source_residual_score,source_residual,128,-0.04102198827582309,0.645694526794167,0.04102198827582309
late_minus_early_one_step_hybrid_mse,transport_source_residual_score,source_residual,128,0.040613465367788384,0.6489874444229997,0.040613465367788384
one_step_hybrid_minus_adaptive_mse,q55_phase_fraction_delta,source_residual,128,-0.04054837440406822,0.6495127419188972,0.04054837440406822
one_step_hybrid_minus_adaptive_mse,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,raw,87,0.04930009603830158,0.6502135159489045,0.04930009603830158
late_minus_early_one_step_hybrid_mse,kinetic_evidence_score,raw,128,0.03889005292009801,0.6629532148058719,0.03889005292009801
late_minus_early_one_step_hybrid_mse,observable_tail_score,source_residual,128,-0.03871069275474208,0.6644134486018882,0.03871069275474208
one_step_hybrid_mse,front_kinetic_concordance_score,raw,103,-0.040490171222119925,0.6846824451605544,0.040490171222119925
persistence_rollout_hybrid_mse,q65_phase_fraction_delta,raw,128,0.03578489088128435,0.688407810894768,0.03578489088128435
late_minus_early_one_step_hybrid_mse,masked_minus_bg_slope,raw,128,-0.034972121379138146,0.6951299382199716,0.034972121379138146
one_step_hybrid_mse,q55_phase_fraction_delta,raw,128,0.03326819305824091,0.709299093640919,0.03326819305824091
one_step_hybrid_minus_adaptive_mse,q75_phase_fraction_delta,source_residual,128,-0.031862038033220595,0.7210676419168197,0.031862038033220595
persistence_rollout_hybrid_mse,front_kinetic_score,source_residual,128,-0.03003917291075084,0.7364210746972916,0.03003917291075084
persistence_rollout_hybrid_mse,kinetic_evidence_score,source_residual,128,-0.02994474609554272,0.7372193035621097,0.02994474609554272
one_step_hybrid_mse,q55_phase_fraction_delta,source_residual,128,-0.029731937605428,0.7390192876433584,0.029731937605428
late_minus_early_one_step_hybrid_mse,transport_source_residual_score,raw,128,0.029562053629961827,0.7404572215219346,0.029562053629961827
late_minus_early_one_step_hybrid_mse,masked_minus_bg_delta,source_residual,128,0.029528741904718624,0.7407392842835673,0.029528741904718624
late_minus_early_one_step_hybrid_mse,q65_phase_fraction_delta,raw,128,0.02948506348605923,0.7411091778654572,0.02948506348605923
persistence_rollout_history_mse,front_radius2_slope_px2_per_norm_time,source_residual,48,-0.04863485860066222,0.7427116356468542,0.04863485860066222
one_step_hybrid_minus_adaptive_mse,q65_phase_fraction_delta,raw,128,-0.029269291576344635,0.7429373225585864,0.029269291576344635
one_step_hybrid_minus_adaptive_mse,q65_phase_fraction_delta,source_residual,128,-0.028094037320552535,0.7529196776487949,0.028094037320552535
late_minus_early_one_step_hybrid_mse,q65_phase_fraction_slope,raw,128,0.027680415455685052,0.7564427224081312,0.027680415455685052
fallback_frame_fraction,masked_minus_bg_delta,source_residual,128,0.026913964631863303,0.7629841949878419,0.026913964631863303
late_minus_early_one_step_hybrid_mse,observable_tail_score,raw,128,0.02453307137725111,0.7834095158241878,0.02453307137725111
late_minus_early_one_step_hybrid_mse,q65_phase_fraction_delta,source_residual,128,0.024283956641990987,0.7855554487761426,0.024283956641990987
late_minus_early_one_step_hybrid_mse,masked_minus_bg_slope,source_residual,128,-0.02408652610018618,0.787257307205595,0.02408652610018618
one_step_hybrid_minus_adaptive_mse,q75_phase_fraction_delta,raw,128,-0.021244767567610644,0.8118608362472546,0.021244767567610644
one_step_hybrid_minus_adaptive_mse,transport_mechanism_score,source_residual,128,-0.02115925202840718,0.8126042009186321,0.02115925202840718
persistence_rollout_hybrid_mse,masked_minus_bg_delta,source_residual,128,-0.021011397093126633,0.8138898593293993,0.021011397093126633
late_minus_early_one_step_hybrid_mse,front_radius2_slope_px2_per_norm_time,raw,48,0.03246647603199298,0.8266011174004403,0.03246647603199298
one_step_hybrid_mse,q75_phase_fraction_delta,raw,128,-0.019516877375171444,0.826912570027336,0.019516877375171444
latent_linear_gain_vs_persistence_history,front_radius2_slope_px2_per_norm_time,source_residual,42,0.03460011344299489,0.8277935266463324,0.03460011344299489
late_minus_early_one_step_hybrid_mse,q55_phase_fraction_delta,source_residual,128,0.018841767792488057,0.8328109180454993,0.018841767792488057
one_step_hybrid_mse,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,source_residual,87,-0.022609424702935137,0.8353359232735559,0.022609424702935137
late_minus_early_one_step_hybrid_mse,kinetic_evidence_score,source_residual,128,0.018112106226440786,0.8391963437299569,0.018112106226440786
persistence_rollout_hybrid_mse,front_radius2_slope_px2_per_norm_time,raw,48,-0.02780493513084877,0.8511929427243394,0.02780493513084877
one_step_hybrid_minus_adaptive_mse,transport_mechanism_score,raw,128,-0.014843646752177217,0.8679221051081506,0.014843646752177217
persistence_rollout_history_mse,front_kinetic_score,source_residual,128,-0.01446148566990226,0.8712928676606023,0.01446148566990226
late_minus_early_one_step_hybrid_mse,transport_mechanism_score,source_residual,128,0.013242152861922266,0.8820628684112574,0.013242152861922266
latent_linear_gain_vs_persistence_history,q75_phase_fraction_delta,source_residual,107,-0.013352632442626421,0.8914224844409998,0.013352632442626421
one_step_hybrid_minus_adaptive_mse,front_kinetic_concordance_score,source_residual,103,-0.013610187562920774,0.891466438487988,0.013610187562920774
one_step_hybrid_mse,q65_phase_fraction_delta,raw,128,0.011768249234018202,0.8951100556327828,0.011768249234018202
one_step_hybrid_mse,front_kinetic_score,source_residual,128,-0.010938796540866212,0.9024650554187924,0.010938796540866212
one_step_hybrid_minus_adaptive_mse,front_evidence_score,raw,103,-0.0118003500778407,0.9058275839050758,0.0118003500778407
one_step_hybrid_minus_adaptive_mse,qc_review_score,source_residual,128,-0.009957126715383277,0.9111804595024903,0.009957126715383277
late_minus_early_one_step_hybrid_mse,q75_phase_fraction_delta,source_residual,128,0.009499583684455946,0.9152462657827617,0.009499583684455946
latent_linear_gain_vs_persistence_hybrid,front_radius2_slope_px2_per_norm_time,raw,43,0.016009666396164732,0.9188397671300089,0.016009666396164732
one_step_hybrid_mse,front_radius2_slope_px2_per_norm_time,source_residual,48,-0.014872309827172135,0.920084087284694,0.014872309827172135
late_minus_early_one_step_hybrid_mse,front_kinetic_concordance_score,source_residual,103,0.009264242336081398,0.9260018264191112,0.009264242336081398
late_minus_early_one_step_hybrid_mse,q75_phase_fraction_delta,raw,128,0.007974869036784047,0.9288103802645465,0.007974869036784047
persistence_rollout_hybrid_mse,q75_phase_fraction_delta,raw,128,-0.007874808610417125,0.9297012923898992,0.007874808610417125
late_minus_early_one_step_hybrid_mse,front_evidence_score,source_residual,103,-0.008720602977659399,0.9303329213447508,0.008720602977659399
one_step_hybrid_mse,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,raw,87,-0.008771291293940721,0.9357351159227127,0.008771291293940721
persistence_rollout_history_mse,q75_phase_fraction_delta,raw,128,-0.00675310139755688,0.9396943852966481,0.00675310139755688
late_minus_early_one_step_hybrid_mse,q55_phase_fraction_delta,raw,128,0.005633482760464863,0.9496782374331849,0.005633482760464863
one_step_hybrid_minus_adaptive_mse,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,source_residual,87,-0.005012668420892317,0.963247214566394,0.005012668420892317
persistence_rollout_hybrid_mse,front_radius2_slope_px2_per_norm_time,source_residual,48,0.006242027847170787,0.9664138292570873,0.006242027847170787
one_step_hybrid_minus_adaptive_mse,abs_radial_flow_mean,source_residual,128,-0.002713238323134046,0.9757514641736015,0.002713238323134046
one_step_hybrid_minus_adaptive_mse,abs_radial_flow_mean_source_residual,source_residual,128,-0.002713238323134046,0.9757514641736015,0.002713238323134046
latent_linear_gain_vs_persistence_history,front_radius2_slope_px2_per_norm_time,raw,42,-0.004780811927720606,0.9760285229315551,0.004780811927720606
late_minus_early_one_step_hybrid_mse,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,source_residual,87,0.002451404774320658,0.9820215956862265,0.002451404774320658
persistence_rollout_history_mse,masked_minus_bg_delta,source_residual,128,0.0013620235810988279,0.9878260469011503,0.0013620235810988279
