feature,context,n,rho,p_value,permutation_p_abs_rho
persistence_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.43030303030303024,0.21449233253280778,0.22555488902219556
persistence_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.41818181818181815,0.22911284098281895,0.22875424915016995
persistence_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.43030303030303024,0.21449233253280778,0.23055388922215556
velocity_particle_mse_mean_median_rolling2_mean,frames_percentile,11,0.39269815788041185,0.23221559214854795,0.23095380923815237
low_rank_dmd_particle_mse_mean_max_rolling2_mean,frames_percentile,11,0.39269815788041185,0.23221559214854795,0.23195360927814437
velocity_particle_mse_mean_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.5357142857142858,0.2152174556780129,0.23275344931013797
low_rank_dmd_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,capacity_mAh,7,0.5357142857142858,0.2152174556780129,0.23355328934213157
persistence_particle_mse_fraction_of_full_mean_max_rolling2_mean,mean_abs_delta_prev,11,-0.39090909090909093,0.23454006709519432,0.23535292941411717
velocity_particle_to_nonparticle_mse_ratio_mean_max,particle_norm_range,11,-0.4000000000000001,0.2228683501335199,0.23615276944611077
low_rank_dmd_accepted_area_fraction_median_median_rolling2_mean,capacity_mAh,8,-0.4761904761904762,0.232935534650098,0.23635272945410918
velocity_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.41818181818181815,0.22911284098281895,0.23975204959008198
persistence_particle_mse_mean_median,coulombic_efficiency_pct,8,0.4761904761904762,0.232935534650098,0.23995200959808038
persistence_accepted_area_fraction_median_median_rolling2_mean,capacity_mAh,8,-0.4761904761904762,0.232935534650098,0.23995200959808038
velocity_particle_mse_mean_max_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.406060606060606,0.24428229408662652,0.24315136972605478
velocity_accepted_area_fraction_median_median_rolling2_mean,capacity_mAh,8,-0.4761904761904762,0.232935534650098,0.2471505698860228
low_rank_dmd_particle_mse_ratio_vs_persistence_median,particle_norm_range,11,-0.38181818181818183,0.24655957577897003,0.2479504099180164
velocity_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,frames_percentile,10,-0.3963488316574177,0.25683055930758375,0.2499500099980004
persistence_particle_to_nonparticle_mse_ratio_mean_median,mean_abs_delta_prev,11,-0.38181818181818183,0.24655957577897003,0.2503499300139972
low_rank_dmd_nonparticle_mse_mean_max_rolling2_mean,cycle_state_pc2,11,0.38181818181818183,0.24655957577897003,0.250749850029994
velocity_nonparticle_mse_mean_median,particle_norm_range,11,0.38181818181818183,0.24655957577897003,0.252749450109978
persistence_particle_mse_mean_max,coulombic_efficiency_pct,8,0.4761904761904762,0.232935534650098,0.2531493701259748
mean_validation_score_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.3939393939393939,0.2599977668348876,0.2559488102379524
velocity_accepted_area_fraction_median_median,frames_percentile,11,0.3698668696315507,0.26288836805764304,0.2581483703259348
low_rank_dmd_particle_mse_ratio_vs_persistence_max,coulombic_efficiency_pct,8,-0.4523809523809524,0.2604047674368853,0.2631473705258948
persistence_accepted_area_fraction_median_median,frames_percentile,11,0.3698668696315507,0.26288836805764304,0.26374725054989
low_rank_dmd_accepted_area_fraction_median_median,frames_percentile,11,0.3698668696315507,0.26288836805764304,0.264747050589882
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,0.5,0.2531699951003226,0.26854629074185166
persistence_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.38181818181818183,0.27625533338543623,0.26974605078984204
low_rank_dmd_nonparticle_mse_mean_median,frames_percentile,11,0.3653006119817785,0.2692847021246982,0.27034593081383723
low_rank_dmd_particle_mse_fraction_of_full_mean_median,degradation_state_axis,11,0.36363636363636365,0.2716375409938224,0.27034593081383723
velocity_particle_mse_mean_median_rolling2_mean,cycle_state_pc2,11,0.36363636363636365,0.2716375409938224,0.2725454909018196
velocity_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.3939393939393939,0.2599977668348876,0.27334533093381325
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,frames_percentile,10,0.38415348299103563,0.2730811695124796,0.27334533093381325
velocity_particle_mse_ratio_vs_persistence_max,mean_abs_delta_prev,11,0.36363636363636365,0.2716375409938224,0.2741451709658068
low_rank_dmd_nonparticle_mse_mean_max,coulombic_efficiency_pct,8,0.4523809523809524,0.2604047674368853,0.27754449110177964
velocity_particle_mse_ratio_vs_persistence_median_rolling2_mean,mean_abs_delta_prev,11,0.3545454545454546,0.28469274095588665,0.28314337132573486
persistence_particle_mse_mean_median,particle_norm_range,11,-0.36363636363636365,0.2716375409938224,0.28434313137372524
low_rank_dmd_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,frames_percentile,10,0.3780558086578446,0.2814111157974274,0.28514297140571887
velocity_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.3696969696969697,0.29305007529282234,0.28774245150969807
persistence_particle_mse_fraction_of_full_mean_median,mean_abs_delta_prev,11,-0.3545454545454546,0.28469274095588665,0.29014197160567884
persistence_particle_mse_fraction_of_full_mean_max_rolling2_mean,coulombic_efficiency_pct,8,0.4285714285714286,0.28940322484679015,0.29354129174165167
velocity_particle_mse_mean_median,coulombic_efficiency_pct,8,0.4285714285714286,0.28940322484679015,0.29574085182963405
velocity_particle_to_nonparticle_mse_ratio_mean_median,coulombic_efficiency_pct,8,0.4285714285714286,0.28940322484679015,0.2971405718856229
low_rank_dmd_particle_mse_ratio_vs_persistence_median_rolling2_mean,mean_abs_delta_prev,11,0.3454545454545455,0.29808922090303847,0.2975404919016197
low_rank_dmd_nonparticle_mse_mean_median,capacity_mAh,8,-0.4285714285714286,0.28940322484679015,0.29774045190961806
velocity_particle_mse_fraction_of_full_mean_median,coulombic_efficiency_pct,8,0.4285714285714286,0.28940322484679015,0.29774045190961806
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median_rolling2_mean,mean_abs_delta_prev,11,-0.3454545454545455,0.29808922090303847,0.29834033193361326
low_rank_dmd_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.3696969696969697,0.29305007529282234,0.30133973205358927
velocity_nonparticle_mse_mean_median_rolling2_mean,particle_norm_range,11,0.3454545454545455,0.29808922090303847,0.3025394921015797
persistence_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,frames_percentile,10,0.3536651113250804,0.31607819910741497,0.30353929214157166
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_max,coulombic_efficiency_pct,8,0.4285714285714286,0.28940322484679015,0.3047390521895621
mean_validation_score_rolling2_mean,frames_percentile,11,0.3333368084333729,0.3164720478384456,0.3053389322135573
velocity_particle_mse_ratio_vs_persistence_median_delta_prev_observed_roi_cycle,frames_percentile,10,-0.3597627856582714,0.30721097605026376,0.3061387722455509
low_rank_dmd_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.4642857142857144,0.29393410760025196,0.3079384123175365
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median,cycle_state_pc2,11,0.33636363636363636,0.31182431390038623,0.31333733253349333
persistence_particle_mse_fraction_of_full_mean_max,mean_abs_delta_prev,11,-0.33636363636363636,0.31182431390038623,0.3135372925414917
low_rank_dmd_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.4642857142857144,0.29393410760025196,0.3157368526294741
persistence_nonparticle_mse_mean_max_rolling2_mean,degradation_state_axis,11,-0.3272727272727273,0.32589494101284133,0.3179364127174565
persistence_particle_mse_mean_max,mean_abs_delta_prev,11,-0.3272727272727273,0.32589494101284133,0.3209358128374325
velocity_nonparticle_mse_mean_median_rolling2_mean,cycle_state_pc2,11,-0.33636363636363636,0.31182431390038623,0.3245350929814037
low_rank_dmd_particle_mse_ratio_vs_persistence_max_rolling2_mean,degradation_state_axis,11,-0.33636363636363636,0.31182431390038623,0.3251349730053989
velocity_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.34545454545454546,0.3282265114713673,0.3251349730053989
persistence_nonparticle_mse_mean_median_rolling2_mean,coulombic_efficiency_pct,8,0.4047619047619048,0.31988864122881633,0.3271345730853829
low_rank_dmd_particle_mse_fraction_of_full_mean_median,mean_abs_delta_prev,11,-0.3272727272727273,0.32589494101284133,0.3287342531493701
velocity_particle_mse_ratio_vs_persistence_max_rolling2_mean,particle_norm_range,11,0.3272727272727273,0.32589494101284133,0.32893421315736854
low_rank_dmd_particle_mse_fraction_of_full_mean_median_rolling2_mean,mean_abs_delta_prev,11,-0.3272727272727273,0.32589494101284133,0.3301339732053589
mean_validation_score_rolling2_mean,degradation_state_axis,11,0.3272727272727273,0.32589494101284133,0.33213357328534293
low_rank_dmd_nonparticle_mse_mean_max,frames_percentile,11,0.3287705507836007,0.3235537108854884,0.3323335332933413
mean_validation_score_delta_prev_observed_roi_cycle,frames_percentile,10,0.3414697626586983,0.3342079743835523,0.3343331333733253
velocity_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.33333333333333326,0.3465935070873344,0.3437312537492502
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,-0.33333333333333326,0.3465935070873344,0.34573085382923413
velocity_particle_mse_mean_max,frames_percentile,11,0.315071777834284,0.3453003744184589,0.3473305338932214
velocity_nonparticle_mse_mean_max_rolling2_mean,degradation_state_axis,11,-0.3090909090909091,0.3550284397015072,0.34913017396520696
velocity_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.33333333333333326,0.3465935070873344,0.34953009398120377
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median_rolling2_mean,cycle_state_pc2,11,0.3090909090909091,0.3550284397015072,0.35292941411717654
low_rank_dmd_particle_mse_mean_median,capacity_mAh,8,-0.38095238095238104,0.35181255311756476,0.353129374125175
low_rank_dmd_particle_mse_fraction_of_full_mean_median_rolling2_mean,degradation_state_axis,11,0.3181818181818182,0.3402976141819032,0.35332933413317336
low_rank_dmd_particle_mse_mean_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.42857142857142866,0.33736831108582416,0.35492901419716055
persistence_particle_to_nonparticle_mse_ratio_mean_max,coulombic_efficiency_pct,8,0.38095238095238104,0.35181255311756476,0.35552889422115574
mean_validation_score_rolling2_mean,capacity_mAh,8,-0.38095238095238104,0.35181255311756476,0.3577284543091382
low_rank_dmd_particle_mse_ratio_vs_persistence_median_delta_prev_observed_roi_cycle,capacity_mAh,7,0.42857142857142866,0.33736831108582416,0.35892821435712857
persistence_particle_mse_mean_median_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.42857142857142866,0.33736831108582416,0.36112777444511096
low_rank_dmd_particle_mse_mean_max,mean_abs_delta_prev,11,0.3090909090909091,0.3550284397015072,0.3613277344531094
persistence_nonparticle_mse_mean_max,particle_norm_range,11,0.3090909090909091,0.3550284397015072,0.36172765446910615
velocity_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.42857142857142866,0.33736831108582416,0.3625274945010998
velocity_particle_mse_fraction_of_full_mean_median,particle_norm_range,11,-0.30000000000000004,0.37008312228206786,0.36572685462907417
low_rank_dmd_particle_mse_mean_max,capacity_mAh,8,-0.38095238095238104,0.35181255311756476,0.3687262547490502
low_rank_dmd_nonparticle_mse_mean_median,particle_norm_range,11,-0.30000000000000004,0.37008312228206786,0.3697260547890422
velocity_particle_to_nonparticle_mse_ratio_mean_median,particle_norm_range,11,-0.30000000000000004,0.37008312228206786,0.3743251349730054
persistence_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.32121212121212117,0.3654683104386705,0.3745250949810038
mean_validation_score,frames_percentile,11,0.296806747235195,0.3754471938769568,0.3747250549890022
low_rank_dmd_accepted_area_fraction_median_median_rolling2_mean,frames_percentile,11,0.2922404895854228,0.383185653889647,0.375124975004999
velocity_particle_mse_mean_median,cycle_state_pc2,11,0.30000000000000004,0.37008312228206786,0.3765246950609878
persistence_nonparticle_mse_mean_max,cycle_state_pc2,11,0.30000000000000004,0.37008312228206786,0.3767246550689862
persistence_accepted_area_fraction_median_median_rolling2_mean,frames_percentile,11,0.2922404895854228,0.383185653889647,0.3793241351729654
persistence_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.32121212121212117,0.3654683104386705,0.38132373525294944
velocity_particle_mse_ratio_vs_persistence_max_rolling2_mean,degradation_state_axis,11,-0.29090909090909095,0.38545696969136567,0.38292341531693663
velocity_accepted_area_fraction_median_median_rolling2_mean,frames_percentile,11,0.2922404895854228,0.383185653889647,0.3833233353329334
low_rank_dmd_particle_mse_fraction_of_full_mean_max_rolling2_mean,particle_norm_range,11,-0.29090909090909095,0.38545696969136567,0.38492301539692064
velocity_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.309090909090909,0.3848412302612833,0.386122775444911
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_max,degradation_state_axis,11,0.29090909090909095,0.38545696969136567,0.3887222555488902
velocity_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.39285714285714296,0.3833168704269726,0.39012197560487905
persistence_particle_mse_mean_max_rolling2_mean,degradation_state_axis,11,0.29090909090909095,0.38545696969136567,0.39212157568486306
velocity_particle_mse_ratio_vs_persistence_median,mean_abs_delta_prev,11,0.29090909090909095,0.38545696969136567,0.39332133573285344
velocity_particle_mse_ratio_vs_persistence_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.39285714285714296,0.3833168704269726,0.39392121575684863
persistence_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,capacity_mAh,7,0.39285714285714296,0.3833168704269726,0.39732053589282146
low_rank_dmd_particle_mse_ratio_vs_persistence_max,particle_norm_range,11,-0.28181818181818186,0.4011448979604784,0.4023195360927814
velocity_particle_mse_fraction_of_full_mean_max,particle_norm_range,11,-0.27272727272727276,0.41714143714253127,0.4065186962607478
velocity_particle_mse_ratio_vs_persistence_max_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.29696969696969694,0.40470167127015694,0.40851829634073183
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median_rolling2_mean,frames_percentile,11,0.27397545898633385,0.4149270383370946,0.41471705658868224
persistence_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.29696969696969694,0.40470167127015694,0.41511697660467906
persistence_nonparticle_mse_mean_max_rolling2_mean,cycle_state_pc2,11,0.28181818181818186,0.4011448979604784,0.4165166966606679
persistence_particle_mse_mean_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.28484848484848485,0.4250381548921453,0.4169166166766647
velocity_nonparticle_mse_mean_median,degradation_state_axis,11,0.27272727272727276,0.41714143714253127,0.4175164967006599
persistence_particle_mse_mean_max,capacity_mAh,8,-0.3333333333333334,0.4197530864197532,0.4195160967806439
low_rank_dmd_particle_mse_mean_median_rolling2_mean,degradation_state_axis,11,0.26363636363636367,0.4334407376116148,0.4217156568686263
velocity_particle_mse_mean_max,coulombic_efficiency_pct,8,0.3333333333333334,0.4197530864197532,0.4287142571485703
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,particle_norm_range,10,0.28484848484848485,0.4250381548921453,0.4297140571885623
velocity_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.28484848484848485,0.4250381548921453,0.4311137772445511
velocity_particle_mse_ratio_vs_persistence_max_delta_prev_observed_roi_cycle,particle_norm_range,10,0.2727272727272727,0.4458383415427514,0.4327134573085383
velocity_accepted_area_fraction_median_median_rolling2_mean,degradation_state_axis,11,0.26363636363636367,0.4334407376116148,0.4341131773645271
velocity_nonparticle_mse_mean_median,cycle_state_pc2,11,-0.26363636363636367,0.4334407376116148,0.4357128574285143
velocity_particle_mse_mean_median,mean_abs_delta_prev,11,-0.26363636363636367,0.4334407376116148,0.4363127374525095
persistence_accepted_area_fraction_median_median_rolling2_mean,degradation_state_axis,11,0.26363636363636367,0.4334407376116148,0.4367126574685063
low_rank_dmd_accepted_area_fraction_median_median_rolling2_mean,degradation_state_axis,11,0.26363636363636367,0.4334407376116148,0.4375124975004999
velocity_particle_to_nonparticle_mse_ratio_mean_median_rolling2_mean,particle_norm_range,11,-0.26363636363636367,0.4334407376116148,0.4405118976204759
persistence_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,capacity_mAh,7,0.3571428571428572,0.43161135203832796,0.4407118576284743
persistence_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.2727272727272727,0.4458383415427514,0.4455108978204359
velocity_particle_mse_ratio_vs_persistence_median_delta_prev_observed_roi_cycle,capacity_mAh,7,0.3571428571428572,0.43161135203832796,0.44671065786842634
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_max_rolling2_mean,coulombic_efficiency_pct,8,0.30952380952380953,0.4556448907375822,0.4559088182363527
velocity_nonparticle_mse_mean_median,frames_percentile,11,-0.2511441707374727,0.4563206643672114,0.4563087382523495
low_rank_dmd_nonparticle_mse_mean_median,mean_abs_delta_prev,11,0.2545454545454546,0.4500365768888286,0.45650869826034796
persistence_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,frames_percentile,10,0.26829767066040583,0.4535527319550734,0.4569086182763447
velocity_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.2606060606060606,0.46708905438634013,0.45770845830833834
low_rank_dmd_particle_mse_fraction_of_full_mean_median_rolling2_mean,coulombic_efficiency_pct,8,0.30952380952380953,0.4556448907375822,0.4585082983403319
velocity_particle_to_nonparticle_mse_ratio_mean_max,coulombic_efficiency_pct,8,0.30952380952380953,0.4556448907375822,0.4621075784843031
mean_validation_score,coulombic_efficiency_pct,8,-0.30952380952380953,0.4556448907375822,0.46290741851629674
low_rank_dmd_particle_mse_fraction_of_full_mean_median_rolling2_mean,capacity_mAh,8,-0.30952380952380953,0.4556448907375822,0.46290741851629674
velocity_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,particle_norm_range,10,0.2727272727272727,0.4458383415427514,0.46450709858028394
low_rank_dmd_particle_mse_mean_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.2606060606060606,0.46708905438634013,0.46590681863627276
velocity_particle_mse_ratio_vs_persistence_median_rolling2_mean,degradation_state_axis,11,-0.24545454545454545,0.46692236698201633,0.46950609878024396
velocity_nonparticle_mse_mean_median_rolling2_mean,capacity_mAh,8,0.30952380952380953,0.4556448907375822,0.47010597880423916
persistence_nonparticle_mse_mean_max_rolling2_mean,frames_percentile,11,0.2420116554379283,0.4733915897105355,0.47070585882823435
persistence_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.2606060606060606,0.46708905438634013,0.4741051789642072
low_rank_dmd_particle_mse_mean_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,0.2606060606060606,0.46708905438634013,0.47630473905218956
velocity_particle_mse_mean_median,frames_percentile,11,0.23744539778815602,0.4820335850552644,0.48470305938812236
velocity_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.24848484848484845,0.4887763045192432,0.4869026194761048
velocity_particle_mse_mean_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.24848484848484845,0.4887763045192432,0.4879024195160968
persistence_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.24848484848484845,0.4887763045192432,0.48890221955608876
mean_validation_score_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.24848484848484845,0.4887763045192432,0.4907018596280744
velocity_particle_mse_mean_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.24848484848484845,0.4887763045192432,0.4911017796440712
persistence_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.3214285714285715,0.4820720382996777,0.49250149970005996
low_rank_dmd_particle_mse_ratio_vs_persistence_median_delta_prev_observed_roi_cycle,particle_norm_range,10,0.24848484848484845,0.4887763045192432,0.4939012197560488
persistence_particle_mse_mean_max_rolling2_mean,capacity_mAh,8,-0.28571428571428575,0.49272624501695717,0.4939012197560488
low_rank_dmd_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.3214285714285715,0.4820720382996777,0.4943011397720456
low_rank_dmd_particle_mse_ratio_vs_persistence_max_delta_prev_observed_roi_cycle,capacity_mAh,7,0.3214285714285715,0.4820720382996777,0.4947010597880424
velocity_particle_mse_mean_max_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.3214285714285715,0.4820720382996777,0.49510097980403917
velocity_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.3214285714285715,0.4820720382996777,0.49610077984403117
velocity_accepted_area_fraction_median_max_rolling2_mean,frames_percentile,11,0.22374662483883936,0.5083744746599339,0.4971005798840232
persistence_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.3214285714285715,0.4820720382996777,0.499500099980004
persistence_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.3214285714285715,0.4820720382996777,0.5022995400919816
low_rank_dmd_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.24848484848484845,0.4887763045192432,0.5032993401319736
low_rank_dmd_accepted_area_fraction_median_max_rolling2_mean,frames_percentile,11,0.22374662483883936,0.5083744746599339,0.5038992201559688
persistence_accepted_area_fraction_median_max_rolling2_mean,frames_percentile,11,0.22374662483883936,0.5083744746599339,0.5050989802039592
low_rank_dmd_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,cycle_state_pc2,10,-0.23636363636363633,0.5108853175152,0.5062987402519497
velocity_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.3214285714285715,0.4820720382996777,0.506498700259948
persistence_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.23636363636363633,0.5108853175152,0.5070985802839432
persistence_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,cycle_state_pc2,10,-0.23636363636363633,0.5108853175152,0.5090981803639272
persistence_particle_mse_fraction_of_full_mean_max,coulombic_efficiency_pct,8,0.28571428571428575,0.49272624501695717,0.510497900419916
persistence_nonparticle_mse_mean_max,frames_percentile,11,0.21461410953929488,0.5262710345104309,0.5108978204359128
low_rank_dmd_particle_mse_ratio_vs_persistence_max_rolling2_mean,mean_abs_delta_prev,11,0.21818181818181823,0.5192482475549819,0.5128974205158968
low_rank_dmd_nonparticle_mse_mean_median_rolling2_mean,degradation_state_axis,11,0.21818181818181823,0.5192482475549819,0.5132973405318936
persistence_nonparticle_mse_mean_median,cycle_state_pc2,11,0.21818181818181823,0.5192482475549819,0.5136972605478904
low_rank_dmd_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,0.23636363636363633,0.5108853175152,0.5140971805638872
persistence_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.23636363636363633,0.5108853175152,0.5164967006598681
velocity_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,cycle_state_pc2,10,-0.23636363636363633,0.5108853175152,0.5164967006598681
velocity_nonparticle_mse_mean_median_rolling2_mean,degradation_state_axis,11,0.21818181818181823,0.5192482475549819,0.5268946210757849
velocity_accepted_area_fraction_median_max,capacity_mAh,8,-0.261904761904762,0.530922861565801,0.5288942211557689
low_rank_dmd_particle_mse_fraction_of_full_mean_max,coulombic_efficiency_pct,8,-0.261904761904762,0.530922861565801,0.5312937412517497
velocity_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,frames_percentile,10,0.22561395032806852,0.5308330658438035,0.5316936612677464
low_rank_dmd_particle_mse_fraction_of_full_mean_max,capacity_mAh,8,0.261904761904762,0.530922861565801,0.5326934613077384
persistence_nonparticle_mse_mean_max,coulombic_efficiency_pct,8,0.261904761904762,0.530922861565801,0.5326934613077384
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median,coulombic_efficiency_pct,8,0.261904761904762,0.530922861565801,0.5332933413317337
velocity_particle_mse_mean_max,mean_abs_delta_prev,11,-0.21818181818181823,0.5192482475549819,0.5350929814037193
low_rank_dmd_particle_mse_fraction_of_full_mean_max_rolling2_mean,frames_percentile,11,-0.20548159423975043,0.5444268436332131,0.5384923015396921
persistence_accepted_area_fraction_median_max,capacity_mAh,8,-0.261904761904762,0.530922861565801,0.5404919016196761
low_rank_dmd_accepted_area_fraction_median_max,capacity_mAh,8,-0.261904761904762,0.530922861565801,0.5414917016596681
persistence_particle_mse_mean_max_delta_prev_observed_roi_cycle,frames_percentile,10,0.2195162759948775,0.5422860061663481,0.5444911017796441
low_rank_dmd_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,particle_norm_range,10,0.2121212121212121,0.5563057751029298,0.5468906218756249
persistence_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,particle_norm_range,10,0.2121212121212121,0.5563057751029298,0.5496900619876025
velocity_particle_mse_fraction_of_full_mean_max,coulombic_efficiency_pct,8,0.261904761904762,0.530922861565801,0.5498900219956009
velocity_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.28571428571428575,0.5345092286010406,0.5542891421715657
persistence_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.2121212121212121,0.5563057751029298,0.5558888222355529
persistence_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,particle_norm_range,10,0.2121212121212121,0.5563057751029298,0.556488702259548
low_rank_dmd_particle_mse_ratio_vs_persistence_max,degradation_state_axis,11,-0.20000000000000004,0.5554454421055853,0.5574885022995401
mean_validation_score_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.28571428571428575,0.5345092286010406,0.5604879024195161
persistence_nonparticle_mse_mean_median_rolling2_mean,degradation_state_axis,11,0.20000000000000004,0.5554454421055853,0.5610877824435113
persistence_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,frames_percentile,10,0.20732092732849544,0.5654808554237636,0.562887422515497
persistence_particle_mse_mean_max_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.28571428571428575,0.5345092286010406,0.5660867826434713
persistence_particle_mse_fraction_of_full_mean_max,degradation_state_axis,11,-0.19090909090909092,0.5739131682855215,0.5668866226754649
low_rank_dmd_particle_mse_mean_max_rolling2_mean,degradation_state_axis,11,0.20000000000000004,0.5554454421055853,0.5690861827634474
persistence_accepted_area_fraction_median_max,mean_abs_delta_prev,11,-0.19090909090909092,0.5739131682855215,0.5742851429714058
